,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
2368,2719,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified
2369,2214,Thursday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,135.0,Somewhat dirty,Somewhat safe,Neutral
2370,1818,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,275.0,Clean,Somewhat safe,Somewhat satsified
2371,2623,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied
2372,1618,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,140.0,Average,Somewhat safe,Somewhat satsified
2373,1241,Thursday,CHINA EASTERN,SHANGHAI,Asia,    Hub,Gates 1-12,2018-12-31,180.0,Somewhat clean,Neutral,Neutral
2374,2588,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,83.0,Clean,Very safe,Very satisfied
2375,1481,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,2018-12-31,175.0,Clean,Very safe,Very satisfied
2376,2944,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,135.0,Clean,Very safe,Very satisfied
2377,595,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,135.0,Clean,Very safe,Very satisfied
2378,2074,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,229.0,Average,Very safe,Somewhat satsified
2379,1284,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,185.0,Clean,Somewhat safe,Somewhat satsified
2380,2129,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,970.0,Somewhat clean,Very safe,Somewhat satsified
2381,1158,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,74.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
2382,2637,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Very satisfied
2383,1359,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,245.0,Somewhat clean,Very safe,Somewhat satsified
2384,461,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,246.0,Somewhat clean,Somewhat safe,Somewhat satsified
2385,812,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,160.0,Somewhat clean,Neutral,Somewhat satsified
2386,799,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
2387,1316,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satsified
2388,401,Sunday,UNITED,HOUSTON-BUSH,Midwest US,    Hub,Gates 70-90,2018-12-31,272.0,Somewhat clean,Very safe,Somewhat satsified
2389,3200,Sunday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-01-01,210.0,Somewhat clean,Somewhat safe,Somewhat satsified
2390,2536,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
2391,1591,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
2392,723,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Somewhat safe,Somewhat satsified
2393,1997,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified
2394,2572,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral
2395,266,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,175.0,Average,Neutral,Neutral
2396,1039,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,245.0,Somewhat clean,Neutral,Neutral
2397,2565,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied
2398,1692,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,307.0,Somewhat dirty,Neutral,Neutral
2399,1909,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,145.0,Clean,Somewhat safe,Very satisfied
2400,3085,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,82.0,Somewhat clean,Somewhat safe,Somewhat satsified
2401,2643,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
2402,2182,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,885.0,Clean,Very safe,Somewhat satsified
2403,793,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,165.0,Somewhat clean,Somewhat safe,Neutral
2404,2188,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,150.0,Clean,Very safe,Very satisfied
2405,493,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,296.0,Somewhat clean,Neutral,Very satisfied
2406,2515,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,240.0,Average,Somewhat unsafe,Neutral
2408,2079,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,89.00000000000021,Somewhat clean,Somewhat safe,Neutral
2409,2833,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93.0,Clean,Somewhat safe,Somewhat satsified
2411,2722,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,195.0,Average,Somewhat safe,Somewhat satsified
2412,2097,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified
2413,2101,Tuesday,AMERICAN,PHOENIX,West US,Hub     ,Gates 50-59,2018-12-31,91.0000000000001,Clean,Very safe,Very satisfied
2414,2774,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Neutral,Somewhat satsified
2415,2546,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified
2416,1733,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified
2417,766,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Neutral,Neutral
2418,243,Thursday,UNITED,NASHVILLE,Midwest US,Medium     ,Gates 70-90,2018-12-31,80.0000000000002,Somewhat clean,Very safe,Very satisfied
2420,2369,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,136.0,Clean,Very safe,Somewhat satsified
2421,709,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Average,Very safe,Neutral
2422,1999,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215.0,Clean,Very safe,Somewhat satsified
2423,2360,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified
2424,1868,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified
2425,2547,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,72.9999999999999,Clean,Somewhat safe,Very satisfied
2426,3051,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,395.0,Average,Somewhat safe,Somewhat satsified
2427,2351,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Very satisfied
2429,330,Friday,ALASKA,SAN DIEGO,West US,    Medium,Gates 50-59,2018-12-31,156.0,Somewhat clean,Somewhat safe,Somewhat satsified
2431,2828,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,123.0,Clean,Very safe,Somewhat satsified
2432,2421,Tuesday,UNITED,HONOLULU,West US,    Medium,Gates 70-90,2018-12-31,300.0,Clean,Very safe,Very satisfied
2433,2404,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,250.0,Somewhat clean,Very safe,Somewhat satsified
2434,968,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified
2435,1823,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,85.0,Somewhat clean,Neutral,Somewhat satsified
2436,2155,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
2437,1165,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
2438,989,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Somewhat satsified
2439,1606,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Somewhat safe,Somewhat satsified
2440,2179,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,270.0,Somewhat clean,Somewhat safe,Somewhat satsified
2441,6,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,140.0,Clean,Very safe,Very satisfied
2442,2811,Thursday,DELTA,LOS ANGELES,West US,    Hub,Gates 40-48,2018-12-31,85.0,Somewhat clean,Neutral,Neutral
2443,1709,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,300.0,Clean,Very safe,Somewhat satsified
2445,1464,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
2446,1852,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,110.0,Clean,Very safe,Very satisfied
2448,2370,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satsified
2449,2116,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220.0,Average,Somewhat safe,Somewhat satsified
2450,1848,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Somewhat clean,Neutral,Somewhat satsified
2451,103,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified
2452,2983,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
2453,3140,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
2454,2355,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
2455,2803,Tuesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,90.0,Clean,Very safe,Somewhat satsified
2457,2305,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Neutral
2458,1156,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Neutral
2459,1447,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,209.0,Clean,Somewhat safe,Neutral
2460,553,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Somewhat clean,Somewhat safe,Somewhat satsified
2461,2927,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
2462,3003,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,328.0,Clean,Somewhat safe,Very satisfied
2463,1128,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satsified
2464,3209,Tuesday,UNITED,SANTA BARBARA,West US,Small     ,Gates 70-90,2018-12-31,35.0,Average,Somewhat safe,Very unsatisfied
2466,586,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,147.0,Somewhat clean,Very safe,Somewhat satsified
2467,1763,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Clean,Very safe,Somewhat satsified
2468,275,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,82.0,Average,Somewhat safe,Neutral
2469,2587,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,127.0,Somewhat clean,Somewhat safe,Neutral
2470,326,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified
2471,305,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified
2472,2373,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Clean,Somewhat safe,Somewhat satsified
2473,1015,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,122.0,Average,Somewhat safe,Neutral
2474,904,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,120.0,Average,Neutral,Neutral
2475,2303,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Neutral,Somewhat satsified
2476,599,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162.0,Average,Very safe,Neutral
2477,1363,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
2478,1715,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105.0,Clean,Somewhat safe,Somewhat satsified
2479,1565,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Average,Somewhat safe,Somewhat satsified
2480,2441,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
2481,428,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,353.0,Somewhat clean,Somewhat safe,Somewhat satsified
2482,1842,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,255.0,Average,Neutral,Somewhat satsified
2483,877,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Very safe,Very satisfied
2484,1589,Thursday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied
2485,850,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified
2486,3241,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.99999999999979,Clean,Very safe,Somewhat satsified
2487,1819,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,190.0,Somewhat clean,Very safe,Somewhat satsified
2489,2915,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,145.0,Somewhat clean,Very safe,Neutral
2490,1095,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,255.0,Somewhat clean,Very safe,Somewhat satsified
2491,1993,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified
2492,1267,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,30.0000000000001,Average,Neutral,Somewhat satsified
2493,2233,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satsified
2494,1309,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,96.0,Average,Somewhat safe,Somewhat satsified
2495,517,Sunday,UNITED,FT. LAUDERDALE,EAST US,Large     ,Gates 60-69,2018-12-31,105.0,Clean,Very safe,Very satisfied
2496,615,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,245.0,Clean,Very safe,Very satisfied
2497,2350,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Very satisfied
2498,3027,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,64.9999999999999,Average,Somewhat safe,Somewhat satsified
2501,2174,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,133.0,Somewhat clean,Very safe,Very satisfied
2502,1089,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
2503,1539,Wednesday,AIR CHINA,BEIJING,Asia,    Hub,Gates 91-102,2018-12-31,110.0,Clean,Very safe,Very satisfied
2504,528,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified
2505,474,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,861.0,Somewhat clean,Somewhat safe,Somewhat satsified
2506,1204,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satsified
2507,892,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified
2508,2601,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,97.0,Clean,Very safe,Neutral
2509,1846,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,145.0,Clean,Somewhat safe,Somewhat satsified
2510,628,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Very satisfied
2511,2156,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,128.0,Somewhat clean,Somewhat safe,Neutral
2512,2175,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,93.0000000000001,Clean,Somewhat safe,Somewhat satsified
2513,1867,Tuesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
2514,457,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,150.0,Clean,Very safe,Very satisfied
2517,1063,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,355.0,Average,Neutral,Neutral
2518,1183,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,85.0,Average,Very safe,Neutral
2519,1943,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Neutral
2520,1619,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
2521,2923,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,45.0,Average,Neutral,Somewhat satsified
2522,1327,Tuesday,UNITED INTL,SHANGHAI,Asia,    Hub,Gates 91-102,2018-12-31,200.0,Clean,Very safe,Somewhat satsified
2523,3031,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Very safe,Somewhat satsified
2525,796,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Somewhat satsified
2526,255,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied
2527,1871,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,65.0000000000003,Somewhat clean,Very safe,Neutral
2528,2591,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Clean,Somewhat safe,Somewhat satsified
2529,3137,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified
2530,2076,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,59.00000000000011,Somewhat clean,Somewhat safe,Somewhat satsified
2531,489,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,208.0,Somewhat clean,Very safe,Very satisfied
2532,2419,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,155.0,Clean,Very safe,Somewhat satsified
2533,2910,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,141.0,Somewhat clean,Somewhat safe,Somewhat satsified
2535,2513,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied
2536,2002,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Very satisfied
2537,3274,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Somewhat clean,Somewhat safe,Very satisfied
2538,1224,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Average,Somewhat safe,Neutral
2539,924,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Neutral
2541,3197,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,180.0,Clean,Very safe,Somewhat satsified
2543,1781,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied
2544,3077,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,217.0,Somewhat clean,Very safe,Very satisfied
2545,606,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Clean,Somewhat safe,Neutral
2546,1412,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,270.0,Average,Somewhat safe,Neutral
2547,2699,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,170.0,Average,Neutral,Somewhat satsified
2548,2792,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified
2549,296,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,62.00000000000011,Clean,Very safe,Very satisfied
2550,2819,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified
2551,1869,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified
2552,1778,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
2553,1545,Thursday,DELTA,NEW YORK-JFK,EAST US,    Hub,Gates 40-48,2018-12-31,405.0,Average,Neutral,Neutral
2554,2746,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,30.0000000000001,Clean,Very safe,Very satisfied
2555,669,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified
2557,984,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satsified
2558,1111,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satsified
2559,2253,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral
2560,3285,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,65.0,Clean,Neutral,Very satisfied
2561,2559,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied
2563,1332,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,125.0,Somewhat clean,Very safe,Neutral
2564,525,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,180.0,Average,Somewhat safe,Somewhat satsified
2565,2365,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Somewhat clean,Somewhat safe,Somewhat satsified
2566,867,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Somewhat clean,Neutral,Somewhat satsified
2567,392,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,59.99999999999989,Clean,Very safe,Somewhat satsified
2568,2401,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,175.0,Average,Neutral,Somewhat satsified
2569,1122,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
2571,2176,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Very safe,Neutral
2572,2522,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,390.0,Clean,Somewhat safe,Somewhat satsified
2573,2594,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified
2574,2140,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,245.0,Somewhat clean,Somewhat safe,Somewhat satsified
